model,ym,prisk,regime,ret,dd6,P_S0,P_S1,P_S2
3-state,2022-03,0.03128470830269336,Benign,-0.022700435418731346,-21.879891694006993,0.9999971108736104,0.0,2.8881067124732857e-06
3-state,2022-04,0.01564474400890525,Benign,-0.003395167554811729,-20.0204095960431,0.9999952202848829,0.0,4.7786878326688015e-06
3-state,2022-05,0.007823677573633446,Benign,-0.1315238924046893,-19.74794040710648,0.9999973888616384,0.0,2.610114350960765e-06
3-state,2022-06,0.003918890289136444,Benign,0.05095518935436982,-14.92113843121784,0.9999858969953606,0.0,1.4101994233512135e-05
3-state,2022-07,0.0019603894875464263,Benign,0.00838264280160117,-14.92113843121784,0.9999981113140436,0.0,1.8876712545489517e-06
3-state,2022-08,0.0009817739969930764,Benign,-0.12805568347769303,-12.805568347769302,0.9999968414935603,0.0,3.157488294707165e-06
3-state,2022-09,0.5004908869984965,Benign,0.06407829208823257,-10.650944354368285,2.7828055310485396e-28,0.0,0.999999836383253
3-state,2022-10,0.25030184384338067,Benign,0.0780079932923361,-10.650944354368285,0.9998871993117352,0.0,0.00011279946460574579
3-state,2022-11,0.125151646874935,Benign,-0.09550141925688738,-10.531330529144933,0.9999985500935107,0.0,1.448895144437203e-06
3-state,2022-12,0.3982712542534891,Benign,0.08436781614214572,-5.436753639916714,0.32860913836795674,0.0,0.6713907987751667
3-state,2023-01,0.20462758279141124,Benign,-0.005043124381363007,-5.422280511656896,0.9890160886706666,0.0,0.010983909899350244
3-state,2023-02,0.10283968837804325,Benign,0.026528796723759074,-6.095455469581212,0.9989482060353247,0.0,0.0010517928941991485
3-state,2023-03,0.051837011190697335,Benign,0.009960159558901616,-7.652596010790235,0.9991656659966486,0.0,0.0008343328953210896
3-state,2023-04,0.026591320857097228,Benign,0.030217541666638148,-14.588296075938468,0.9986543694765029,0.0,0.0013456293929749435
3-state,2023-05,0.013553774609113875,Benign,-0.0049823397074086895,-14.588296075938468,0.9994837716388695,0.0,0.0005162272378603376
3-state,2023-06,0.006916956254963129,Benign,0.02663517558449069,-14.588296075938468,0.9997198620991876,0.0,0.00028013674281268956
3-state,2023-07,0.004339298991730908,Benign,-0.02898679482832678,-14.588296075938468,0.9982383582715013,0.0,0.0017616406125630431
3-state,2023-08,0.0028490303841771075,Benign,-0.03567696310446833,-12.42811367563088,0.9986412382233767,0.0,0.0013587606400659235
3-state,2023-09,0.006710819439989828,Benign,-0.07589239775626777,-8.761303280623856,0.9894273915041975,0.0,0.010572607400482294
3-state,2023-10,0.5033427904187331,Benign,0.11295047385245627,-8.761303280623856,2.5238602523703515e-05,0.0,0.9999747454550465
3-state,2023-11,0.25571413456443276,Benign,0.047327914512986125,-8.761303280623856,0.9919145212898676,0.0,0.008085477249076874
3-state,2023-12,0.12816572016851493,Benign,-0.0595756152499437,-8.761303280623856,0.9993826942274029,0.0,0.0006173047175093131
3-state,2024-01,0.0654728878824233,Benign,0.05817572230802637,-6.271472847747561,0.9972199444036683,0.0,0.002780054535348388
3-state,2024-02,0.033046031748387474,Benign,0.039460849828057754,-15.556748011689637,0.9993808243856483,0.0,0.0006191745058128313
3-state,2024-03,0.016705233656571495,Benign,-0.019867920523340188,-15.556748011689637,0.9996355644352445,0.0,0.0003644344369789259
3-state,2024-04,0.008455589803972036,Benign,-0.020631054974127316,-15.556748011689637,0.9997940540486274,0.0,0.00020594478800163398
3-state,2024-05,0.00534581514665147,Benign,0.06117914813209069,-16.410672322905484,0.9977639595106691,0.0,0.0022360393313083596
3-state,2024-06,0.002841114699168769,Benign,-0.009696880532075847,-18.35716885207005,0.9996635857483139,0.0,0.00033641309874461267
3-state,2024-07,0.0027428708495198855,Benign,-0.03478551727212853,-15.01612366365288,0.997355373000129,0.0,0.002644625862653558
3-state,2024-08,0.001974168174121899,Benign,-0.030303157557248217,-11.951507716337185,0.9987945345012761,0.0,0.0012054643648430389
3-state,2024-09,0.0020820634418907778,Benign,-0.014314019330007755,-10.361688207723441,0.9978100412903403,0.0,0.002189957580488528
3-state,2024-10,0.003677324383707552,Benign,-0.03921522370126429,-14.142513086077047,0.9947274146744757,0.0,0.005272584216855753
3-state,2024-11,0.45655594285373574,Benign,-0.022973123564838382,-14.142513086077047,0.09056543867623609,0.0,0.9094345491276422
3-state,2024-12,0.2489793548090171,Benign,0.04912715928504907,-14.142513086077047,0.9585972332357016,0.0,0.041402765544834394
3-state,2025-01,0.12448967794579989,Benign,0.006121432841425634,-14.142513086077047,0.9999999989174173,0.0,4.628479473496954e-46
3-state,2025-02,0.06224483951525638,Benign,-0.020396525364153484,-13.246896601141799,0.9999999989152871,0.0,2.069614981860512e-45
3-state,2025-03,0.03112242028366041,Benign,0.030425770083210457,-9.030334502270755,0.9999999989479356,0.0,1.0799689045592773e-11
3-state,2025-04,0.01556121070915517,Benign,0.055174550880334294,-4.149986320647181,0.9999999988653501,0.0,9.31539063478863e-64
3-state,2025-05,0.007780605964765318,Benign,0.13864929369746903,-8.901506871653952,0.9999999987796245,0.0,5.932086474218174e-72
3-state,2025-06,0.003890303618905771,Benign,0.0565615108884876,-8.901506871653952,0.9999999987269538,0.0,5.776387981418207e-78
3-state,2025-07,0.001945152439909517,Benign,-0.01831182604318171,-8.901506871653952,0.9999999987390867,0.0,2.2457071532998733e-78
3-state,2025-08,0.0009725768113626811,Benign,0.07488679795710262,-8.901506871653952,0.9999999988171842,0.0,5.90875732107735e-67
3-state,2025-09,0.0004862889815778932,Benign,0.19941011588801794,-19.894662107505688,0.9999999988482069,0.0,1.5008791542366549e-62
3-state,2025-10,0.00024314505594520174,Benign,-0.044043800878727946,-19.894662107505688,0.9999999988696875,0.0,6.830950715365232e-60
3-state,2025-11,0.00012157309981095531,Benign,0.07323907704836685,-19.894662107505688,0.9999999988563233,0.0,1.128842452745772e-65
3-state,2025-12,6.078710981576246e-05,Benign,0.23971267417636266,-19.894662107505688,0.9999999988801794,0.0,5.073247111912952e-56
3-state,2026-01,3.0394131345057e-05,Benign,0.19519520978992544,-38.630429604794614,0.9999999988471256,0.0,1.5150824120304842e-127
3-state,2026-02,1.5197682439887907e-05,Benign,-0.19084643404922963,,0.9999999987664653,0.0,4.286148889031819e-136
3-state,2026-03,7.5993935456291416e-06,Benign,0.3060707394429423,,0.9999999988953486,0.0,4.599693895116121e-104
3-state,2026-04,3.8003251358428474e-06,Benign,0.28448510731373733,,0.9999999987432739,0.0,7.647963951690692e-143
3-state,2026-05,1.9006915863615889e-06,Benign,3.894198542830907e-05,,0.9999999989419631,0.0,4.3085366923538295e-64
3-state,2026-06,9.508721361500037e-07,Benign,-0.22191170974465646,,0.9999999989473141,0.0,2.0095104034477127e-123
3-state,2026-07,4.759610287055232e-07,Benign,,,0.9999999989500787,0.0,1.978791862489215e-130
