variant,ym,pbear,regime,ret,dd6
A. 기존 newlow,2024-03,0.018540182103923986,Bull,-0.019867920523340188,-15.556748011689637
A. 기존 newlow,2024-04,0.00970528737374139,Bull,-0.020631054974127316,-15.556748011689637
A. 기존 newlow,2024-05,0.007715800983658372,Bull,0.06117914813209069,-16.410672322905484
A. 기존 newlow,2024-06,0.004589489274598491,Bull,-0.009696880532075847,-18.35716885207005
A. 기존 newlow,2024-07,0.006565579020400185,Bull,-0.03478551727212853,-15.01612366365288
A. 기존 newlow,2024-08,0.0049732954541842015,Bull,-0.030303157557248217,-11.951507716337185
A. 기존 newlow,2024-09,0.004980137642446911,Bull,-0.014314019330007755,-10.361688207723441
A. 기존 newlow,2024-10,0.007402863852100558,Bull,-0.03921522370126429,-14.142513086077047
A. 기존 newlow,2024-11,0.46676944077697663,Bull,-0.022973123564838382,-14.142513086077047
A. 기존 newlow,2024-12,0.26194456247598275,Bull,0.04912715928504907,-14.142513086077047
A. 기존 newlow,2025-01,0.13398469626297002,Bull,0.006121432841425634,-14.142513086077047
A. 기존 newlow,2025-02,0.06954369646537635,Bull,-0.020396525364153484,-13.246896601141799
A. 기존 newlow,2025-03,0.534771828585866,Bull,0.030425770083210457,-9.030334502270755
A. 기존 newlow,2025-04,0.269084712960479,Bull,0.055174550880334294,-4.149986320647181
A. 기존 newlow,2025-05,0.13454424800838252,Bull,0.13864929369746903,-8.901506871653952
A. 기존 newlow,2025-06,0.06727212620469383,Bull,0.0565615108884876,-8.901506871653952
A. 기존 newlow,2025-07,0.03363606384170369,Bull,-0.01831182604318171,-8.901506871653952
A. 기존 newlow,2025-08,0.016818086881063402,Bull,0.07488679795710262,-8.901506871653952
A. 기존 newlow,2025-09,0.00840917815985673,Bull,0.19941011588801794,-19.894662107505688
A. 기존 newlow,2025-10,0.00420612540405969,Bull,-0.044043800878727946,-19.894662107505688
A. 기존 newlow,2025-11,0.00210333437022286,Bull,0.07323907704836685,-19.894662107505688
A. 기존 newlow,2025-12,0.0010569018147659189,Bull,0.23971267417636266,-19.894662107505688
A. 기존 newlow,2026-01,0.0025677749191986452,Bull,0.19519520978992544,-38.630429604794614
A. 기존 newlow,2026-02,0.001736613792855433,Bull,-0.19084643404922963,
A. 기존 newlow,2026-03,0.007666577244045056,Bull,0.3060707394429423,
A. 기존 newlow,2026-04,0.005018815504342531,Bull,0.28448510731373733,
A. 기존 newlow,2026-05,0.5025085256421677,Bull,3.894198542830907e-05,
A. 기존 newlow,2026-06,0.7052653577479172,Bear,-0.22191170974465646,
A. 기존 newlow,2026-07,0.41370915338042763,Bear,,
B. ever_newlow_20,2017-01,,Bull,0.011641600247119799,-2.5032266220640476
B. ever_newlow_20,2017-02,,Bull,0.03279249364769088,-5.37705297443093
B. ever_newlow_20,2017-03,,Bull,0.020928309182937088,-5.37705297443093
B. ever_newlow_20,2017-04,,Bull,0.06435901460809901,-5.37705297443093
B. ever_newlow_20,2017-05,,Bull,0.018919032481777176,-5.37705297443093
B. ever_newlow_20,2017-06,,Bull,0.004565585480605261,-5.37705297443093
B. ever_newlow_20,2017-07,,Bull,-0.016448102423411104,-5.106779372261084
B. ever_newlow_20,2017-08,,Bull,0.01323635851219862,-9.022432045446305
B. ever_newlow_20,2017-09,,Bull,0.05385741417322154,-9.022432045446305
B. ever_newlow_20,2017-10,,Bull,-0.01864914649028071,-9.022432045446305
B. ever_newlow_20,2017-11,,Bull,-0.003585944964967669,-9.022432045446305
B. ever_newlow_20,2017-12,,Bull,0.04010957332950493,-10.92876031296578
B. ever_newlow_20,2018-01,0.999990209393003,Bear,-0.05419911303226155,-12.107655925343652
B. ever_newlow_20,2018-02,0.9999951040394535,Bear,0.0076173247545101574,-10.916038402810212
B. ever_newlow_20,2018-03,0.999997551354185,Bear,0.028427655980584055,-10.916038402810212
B. ever_newlow_20,2018-04,0.9999987750863739,Bear,-0.03672203696866427,-20.646179033749025
B. ever_newlow_20,2018-05,0.9999993869080878,Bear,-0.03998337875727398,-19.207231269225268
B. ever_newlow_20,2018-06,0.9999996926439948,Bear,-0.013270915469926647,-15.257506834948876
B. ever_newlow_20,2018-07,0.9999998453101342,Bear,0.012033439753823538,-15.357280452694022
B. ever_newlow_20,2018-08,0.999999921970974,Bear,0.008691876707128454,-15.357280452694022
B. ever_newlow_20,2018-09,0.9999999603673548,Bear,-0.1337476549186405,-14.910784013904033
B. ever_newlow_20,2018-10,0.999999978594968,Bear,0.03309380642103732,-6.483795664071157
B. ever_newlow_20,2018-11,0.9999999886489175,Bear,-0.026620787987619576,-10.019876469916355
B. ever_newlow_20,2018-12,0.9999999936933395,Bear,0.0802581308836019,-10.019876469916355
B. ever_newlow_20,2019-01,0.9792088612464356,Bear,-0.004267934704496712,-10.019876469916355
B. ever_newlow_20,2019-02,0.9812776693405317,Bear,-0.02494717277311076,-15.072285771240034
B. ever_newlow_20,2019-03,0.9781648545423363,Bear,0.02939274540771497,-15.072285771240034
B. ever_newlow_20,2019-04,0.8863321989946209,Bear,-0.07344836888932471,-13.695177451700369
B. ever_newlow_20,2019-05,0.9295951855924276,Bear,0.04353156003126646,-10.52373122249326
B. ever_newlow_20,2019-06,0.8738456059088587,Bear,-0.049783660401832464,-10.368350250142655
B. ever_newlow_20,2019-07,0.9347984050872202,Bear,-0.02803586396813429,-6.538316914075426
B. ever_newlow_20,2019-08,0.967397372309843,Bear,0.04840964120898228,-12.36034800901422
B. ever_newlow_20,2019-09,0.9816366413736728,Bear,0.009902780425627533,-35.70889779916474
B. ever_newlow_20,2019-10,0.9843697998005942,Bear,0.002150239268313925,-35.70889779916474
B. ever_newlow_20,2019-11,0.9848944616217816,Bear,0.05254409231498869,-35.70889779916474
B. ever_newlow_20,2019-12,0.8236812810410425,Bear,-0.035792414195787936,-35.70889779916474
B. ever_newlow_20,2020-01,0.8969117499924432,Bear,-0.062293240424381,-35.03091217438568
B. ever_newlow_20,2020-02,0.948453569019867,Bear,-0.11694455185185326,-30.09792506344231
B. ever_newlow_20,2020-03,0.974226783448005,Bear,0.10994850358748165,-7.508801311518287
B. ever_newlow_20,2020-04,0.9869938629456914,Bear,0.04212446061941999,-7.508801311518287
B. ever_newlow_20,2020-05,0.9903307880545396,Bear,0.038790945746012495,-7.508801311518287
B. ever_newlow_20,2020-06,0.9867045301122614,Bear,0.06689656450185977,-7.220151177391654
B. ever_newlow_20,2020-07,0.8721950676251877,Bear,0.034142804734832444,-7.253996740571744
B. ever_newlow_20,2020-08,0.5370344466734494,Bear,0.0007394002849707704,-7.253996740571744
B. ever_newlow_20,2020-09,0.28658768383435534,Bull,-0.02609229518459133,-7.817720647628201
B. ever_newlow_20,2020-10,0.1672368018442364,Bull,0.14299459652479585,-7.817720647628201
B. ever_newlow_20,2020-11,0.09212960074008868,Bull,0.1088741242922524,-7.817720647628201
B. ever_newlow_20,2020-12,0.06536665065872908,Bull,0.03575467684780964,-7.817720647628201
B. ever_newlow_20,2021-01,0.032683569418016145,Bull,0.012344555900485554,-6.484782512052478
B. ever_newlow_20,2021-02,0.016343096665577962,Bull,0.01608721402234803,-7.403461627668206
B. ever_newlow_20,2021-03,0.00817338541901269,Bull,0.0282353247031637,-7.41072259557074
B. ever_newlow_20,2021-04,0.0040903727041777275,Bull,0.017808864606451147,-12.008311333757815
B. ever_newlow_20,2021-05,0.002051938690507159,Bull,0.02895203751264175,-14.105002607448291
B. ever_newlow_20,2021-06,0.0010337349121200923,Bull,-0.02862269472253287,-14.105002607448291
B. ever_newlow_20,2021-07,0.0010003850277950353,Bull,-0.0009524497124010489,-20.29917010731119
B. ever_newlow_20,2021-08,0.003731502200256802,Bull,-0.04077491126897381,-18.476031508636524
B. ever_newlow_20,2021-09,0.056339625168565374,Bull,-0.03197976242745859,-14.804715428229386
B. ever_newlow_20,2021-10,0.23340562277976318,Bull,-0.044323159985223404,-13.700956530435404
B. ever_newlow_20,2021-11,0.5760264062703304,Bull,0.04883388649607845,-15.826997871484672
B. ever_newlow_20,2021-12,0.7792145049034856,Bear,-0.1055563362924995,-22.578311680558038
B. ever_newlow_20,2022-01,0.8894286221820664,Bear,0.013456728231198367,-17.313566132999235
B. ever_newlow_20,2022-02,0.9445258610597898,Bear,0.021662124120634507,-16.93207993889052
B. ever_newlow_20,2022-03,0.9702346812047536,Bear,-0.022700435418731346,-21.879891694006993
B. ever_newlow_20,2022-04,0.9819321672689656,Bear,-0.003395167554811729,-20.0204095960431
B. ever_newlow_20,2022-05,0.9838883677421748,Bear,-0.1315238924046893,-19.74794040710648
B. ever_newlow_20,2022-06,0.9919441522814321,Bear,0.05095518935436982,-14.92113843121784
B. ever_newlow_20,2022-07,0.9941555791328885,Bear,0.00838264280160117,-14.92113843121784
B. ever_newlow_20,2022-08,0.9959760835688838,Bear,-0.12805568347769303,-12.805568347769302
B. ever_newlow_20,2022-09,0.9979876590116515,Bear,0.06407829208823257,-10.650944354368285
B. ever_newlow_20,2022-10,0.9989926582722619,Bear,0.0780079932923361,-10.650944354368285
B. ever_newlow_20,2022-11,0.9980122153358227,Bear,-0.09550141925688738,-10.531330529144933
B. ever_newlow_20,2022-12,0.9982579890289665,Bear,0.08436781614214572,-5.436753639916714
B. ever_newlow_20,2023-01,0.9991263298962678,Bear,-0.005043124381363007,-5.422280511656896
B. ever_newlow_20,2023-02,0.995399667627411,Bear,0.026528796723759074,-6.095455469581212
B. ever_newlow_20,2023-03,0.997654738776353,Bear,0.009960159558901616,-7.652596010790235
B. ever_newlow_20,2023-04,0.984848952007205,Bear,0.030217541666638148,-14.588296075938468
B. ever_newlow_20,2023-05,0.8472532337237239,Bear,-0.0049823397074086895,-14.588296075938468
B. ever_newlow_20,2023-06,0.6471092187656933,Bear,0.02663517558449069,-14.588296075938468
B. ever_newlow_20,2023-07,0.8235546077619204,Bear,-0.02898679482832678,-14.588296075938468
B. ever_newlow_20,2023-08,0.9095348160964227,Bear,-0.03567696310446833,-12.42811367563088
B. ever_newlow_20,2023-09,0.9547571468815179,Bear,-0.07589239775626777,-8.761303280623856
B. ever_newlow_20,2023-10,0.9773785728697011,Bear,0.11295047385245627,-8.761303280623856
B. ever_newlow_20,2023-11,0.9855884972636895,Bear,0.047327914512986125,-8.761303280623856
B. ever_newlow_20,2023-12,0.9811941799392437,Bear,-0.0595756152499437,-8.761303280623856
B. ever_newlow_20,2024-01,0.9905952591320325,Bear,0.05817572230802637,-6.271472847747561
B. ever_newlow_20,2024-02,0.9918458820535642,Bear,0.039460849828057754,-15.556748011689637
B. ever_newlow_20,2024-03,0.9957806921148584,Bear,-0.019867920523340188,-15.556748011689637
B. ever_newlow_20,2024-04,0.9978897454602295,Bear,-0.020631054974127316,-15.556748011689637
B. ever_newlow_20,2024-05,0.9965378540151821,Bear,0.06117914813209069,-16.410672322905484
B. ever_newlow_20,2024-06,0.9980939452269912,Bear,-0.009696880532075847,-18.35716885207005
B. ever_newlow_20,2024-07,0.9990469415341245,Bear,-0.03478551727212853,-15.01612366365288
B. ever_newlow_20,2024-08,0.9995234701938915,Bear,-0.030303157557248217,-11.951507716337185
B. ever_newlow_20,2024-09,0.9997593193662555,Bear,-0.014314019330007755,-10.361688207723441
B. ever_newlow_20,2024-10,0.9998778787040368,Bear,-0.03921522370126429,-14.142513086077047
B. ever_newlow_20,2024-11,0.9999389387675754,Bear,-0.022973123564838382,-14.142513086077047
B. ever_newlow_20,2024-12,0.9999694687811216,Bear,0.04912715928504907,-14.142513086077047
B. ever_newlow_20,2025-01,0.9998563005339234,Bear,0.006121432841425634,-14.142513086077047
B. ever_newlow_20,2025-02,0.9999120762498448,Bear,-0.020396525364153484,-13.246896601141799
B. ever_newlow_20,2025-03,0.9999554678813445,Bear,0.030425770083210457,-9.030334502270755
B. ever_newlow_20,2025-04,0.9999777329960047,Bear,0.055174550880334294,-4.149986320647181
B. ever_newlow_20,2025-05,0.6301473631257226,Bear,0.13864929369746903,-8.901506871653952
B. ever_newlow_20,2025-06,0.31565925713930404,Bull,0.0565615108884876,-8.901506871653952
B. ever_newlow_20,2025-07,0.1580828611180426,Bull,-0.01831182604318171,-8.901506871653952
B. ever_newlow_20,2025-08,0.08250077396091204,Bull,0.07488679795710262,-8.901506871653952
B. ever_newlow_20,2025-09,0.05777338171445859,Bull,0.19941011588801794,-19.894662107505688
B. ever_newlow_20,2025-10,0.25230219066908455,Bull,-0.044043800878727946,-19.894662107505688
B. ever_newlow_20,2025-11,0.6056331001915726,Bear,0.07323907704836685,-19.894662107505688
B. ever_newlow_20,2025-12,0.7792521473178042,Bear,0.23971267417636266,-19.894662107505688
B. ever_newlow_20,2026-01,0.3896260738117047,Bull,0.19519520978992544,-38.630429604794614
B. ever_newlow_20,2026-02,0.19481303690780893,Bull,-0.19084643404922963,
B. ever_newlow_20,2026-03,0.0981236368970668,Bull,0.3060707394429423,
B. ever_newlow_20,2026-04,0.04906183109725577,Bull,0.28448510731373733,
B. ever_newlow_20,2026-05,0.024530915548627887,Bull,3.894198542830907e-05,
B. ever_newlow_20,2026-06,0.01226545777432196,Bull,-0.22191170974465646,
B. ever_newlow_20,2026-07,0.5061082166510604,Bull,,
