dt,BM(무손절),HMM(p>=0.2)
2007-09-03,3.202699312654632,2.074515002078209
2007-09-04,3.190666587581458,2.066720930189677
2007-09-05,3.1750939335997965,2.0566339063534143
2007-09-06,3.214612786645379,2.0822318303246257
2007-09-07,3.207958202287859,2.0779213928671587
2007-09-10,3.1245127767458767,2.023870490724192
2007-09-11,3.1440678767188994,2.036537102323003
2007-09-12,3.0864747977691773,1.9992317874515793
2007-09-13,3.145191205295001,2.037264726666062
2007-09-14,3.1826335521230624,2.061517615440515
2007-09-17,3.1854588055549846,2.063347643818776
2007-09-18,3.1291760342304653,2.026891067014982
2007-09-19,3.2381673684786803,2.097489064492001
2007-09-20,3.248923442155489,2.1044561987833257
2007-09-21,3.2664363154033267,2.115799979368216
2007-09-27,3.3107204333925084,2.144484553895511
2007-09-28,3.312762660117694,2.145807384909432
2007-10-01,3.340316931565775,2.163655376216177
2007-10-02,3.42782977468921,2.220340905580969
2007-10-04,3.409976599572008,2.20877669801736
2007-10-05,3.397093119825423,2.200431558682032
2007-10-08,3.425668296881598,2.218940830924933
2007-10-09,3.427897918164883,2.2203850448050346
2007-10-10,3.473832853403131,2.250138918949483
2007-10-11,3.504008155610616,2.269684655533098
2007-10-12,3.4488485051076996,2.2339555685015577
2007-10-15,3.4640808572199973,2.2438221653591026
2007-10-16,3.4136528154318415,2.2111579284132232
2007-10-17,3.3765166987353084,2.187103397005456
2007-10-18,3.412512450986822,2.210419269264148
2007-10-19,3.352962116902006,2.1718461628380803
2007-10-22,3.240141659482693,2.098767890852661
2007-10-23,3.3153155474014264,2.147460990962236
2007-10-24,3.2904334143195033,2.131343849350409
2007-10-25,3.3642799587441155,2.1791771765863373
2007-10-26,3.451605822818449,2.235741592226559
2007-10-29,3.5109346906073298,2.274171246174413
2007-10-30,3.4929797157856166,2.2625410989163157
2007-10-31,3.514219704745542,2.276299079744313
2007-11-01,3.51130906421453,2.274413742765164
2007-11-02,3.4367648801822708,2.226128526765782
2007-11-05,3.430672063990051,2.2221819687652475
2007-11-06,3.4961620992013223,2.2646024545085073
2007-11-07,3.4773557464427007,2.252420836091199
2007-11-08,3.369062467311131,2.182274996519243
2007-11-09,3.3876303179048985,2.1943021276523216
2007-11-12,3.2735163809748014,2.120386017834484
2007-11-13,3.289633559498346,2.1308257517508578
2007-11-14,3.3571828573037212,2.1745801033140544
2007-11-15,3.3149071020563876,2.147196424759452
2007-11-16,3.2782475741805643,2.123450598778535
2007-11-19,3.2225436068902633,2.0873689362376893
2007-11-20,3.186411775441904,2.063964920101671
2007-11-21,3.0753611785995854,1.9920330568047149
2007-11-22,3.061796887359772,1.983246928941145
2007-11-23,3.017308546698072,1.9544300713124578
2007-11-26,3.157632167958712,2.0453232301865736
2007-11-27,3.165222894088733,2.0502400436917236
2007-11-28,3.1225044140040272,2.0225695947514994
2007-11-29,3.1954661320173914,2.069829784928599
2007-11-30,3.2438687751947803,2.1011820910957684
2007-12-03,3.237792994871479,2.09724656790125
2007-12-04,3.264002471447523,2.114223482386723
2007-12-05,3.2986706724504162,2.136679447200964
2007-12-06,3.324148645435476,2.1531825378817557
2007-12-07,3.2920671956996514,2.1324021141615463
2007-12-10,3.2445836584258454,2.1016451492360435
2007-12-11,3.2763243907833073,2.1222048768359243
2007-12-12,3.2803749802503415,2.124828603822538
2007-12-13,3.260717872818309,2.1120959179584333
2007-12-14,3.2252327811253414,2.0891108207386244
2007-12-17,3.1312352968245696,2.02822493283492
2007-12-18,3.1680820115039934,2.0520920071112125
2007-12-20,3.1389791380203547,2.0332409250234127
2007-12-21,3.196759403773677,2.070667488190212
2007-12-24,3.2667936531416095,2.1160314411529515
2007-12-26,3.245094111229892,2.1019757897041207
2007-12-27,3.248327810006851,2.104070384285166
2007-12-28,3.228772710033828,2.091403772686355
2008-01-02,3.154432540919588,2.04325070521756
2008-01-03,3.1532072048844766,2.042457006609207
2008-01-04,3.1722177803156164,2.0547709081279075
2008-01-07,3.1164627054185616,2.0186561411690125
2008-01-08,3.1081061962052208,2.0132432996763434
2008-01-09,3.1391492889550356,2.0333511385127707
2008-01-10,3.1056384882660804,2.011644867653622
2008-01-11,3.033289646024771,1.9647816613515037
2008-01-14,3.005395072707325,1.9467132430660397
2008-01-15,2.973177543774655,1.9258446754685041
2008-01-16,2.90173077156801,1.8795657756020365
2008-01-17,2.933352668352043,1.9000485287014122
2008-01-18,2.9523630360286837,1.9123622956493076
2008-01-21,2.865292709988122,1.8559634020993325
2008-01-22,2.7384311647537865,1.7737901622526884
2008-01-23,2.7714485485076135,1.795176827449776
2008-01-24,2.830301035230283,1.833297910541585
2008-01-25,2.8803547034112373,1.8657196508967129
2008-01-28,2.769355006421174,1.7938207574470006
2008-01-29,2.7875997987689938,1.805638630978182
2008-01-30,2.704460811113039,1.751786220772706
2008-01-31,2.765083366167202,1.791053847123783
2008-02-01,2.7818472844461386,1.8019124999563654
2008-02-04,2.8764742648788855,1.8019124999563654
2008-02-05,2.8874345612282135,1.8019124999563654
2008-02-11,2.79229712799142,1.8019124999563654
2008-02-12,2.796756162803491,1.8019124999563654
2008-02-13,2.7771669910926313,1.8019124999563654
2008-02-14,2.8889322634115153,1.8019124999563654
2008-02-15,2.8843712211404346,1.8019124999563654
2008-02-18,2.886873000817412,1.8019124999563654
2008-02-19,2.9281957861778247,1.8019124999563654
2008-02-20,2.872696041560043,1.8019124999563654
2008-02-21,2.900692622336498,1.8019124999563654
2008-02-22,2.870211089997485,1.8019124999563654
2008-02-25,2.9088108371394843,1.8019124999563654
2008-02-26,2.9088108371394843,1.8019124999563654
2008-02-27,2.9288254900642987,1.8019124999563654
2008-02-28,2.954830951722323,1.8019124999563654
2008-02-29,2.9130486134101186,1.8019124999563654
2008-03-03,2.84515880598088,1.8019124999563654
2008-03-04,2.8527324962419827,1.8067091134612394
2008-03-05,2.8542981341464584,1.8077006723522755
2008-03-06,2.8889152275425976,1.8296245710012844
2008-03-07,2.8319518524793494,1.7935481954575359
2008-03-10,2.765917292726195,1.7517268045396737
2008-03-11,2.7936755790922954,1.7693068436838157
2008-03-12,2.8232039337898893,1.7880079127843844
2008-03-13,2.7496638272513048,1.7414330653834451
2008-03-14,2.7235222863964346,1.7248769528966867
2008-03-17,2.6795784702766174,1.6970462000418267
2008-03-18,2.703933114685575,1.7124706248929955
2008-03-19,2.7609135256177413,1.7485577896921933
2008-03-20,2.762887816621753,1.7498081591377237
2008-03-21,2.8008406162538613,1.773844646634195
2008-03-24,2.81719629694226,1.7842031213231186
2008-03-25,2.8506050901722055,1.8053617722929516
2008-03-26,2.858672197368437,1.8104708794769937
2008-03-27,2.8528345037009917,1.806773717417648
2008-03-28,2.8963867025901906,1.8343564489734627
2008-03-31,2.9000629184500233,1.836684691353623
2008-04-01,2.8971015858212548,1.83480920297347
2008-04-02,2.9650763648405847,1.8778593848259642
2008-04-03,3.0015657417817256,1.9009690489640942
2008-04-04,3.006433221938834,1.904051749767981
2008-04-07,3.018465947012008,1.9116723850985335
2008-04-08,2.9863844972761835,1.8913543750197344
2008-04-10,3.0032847025064657,1.9020577111541737
2008-04-11,3.0289326186717083,1.918301198385478
2008-04-14,2.972769098429616,1.8827313915426969
2008-04-15,2.965042500857248,1.8778379378913523
2008-04-16,2.992937074174694,1.8955042910790882
2008-04-17,3.010143509536504,1.9064015706590405
2008-04-18,3.0156406935800857,1.9098830791856887
2008-04-21,3.06428163116783,1.9406886402899437
2008-04-22,3.0421736439110756,1.9266870813952064
2008-04-23,3.0648093275952943,1.9410228440562964
2008-04-24,3.0623414119016545,1.9394598493553117
2008-04-25,3.105468337331397,1.966773244253755
2008-04-28,3.1028984141787475,1.9651456455963612
2008-04-29,3.0830539121886154,1.9525776103372183
2008-04-30,3.1068127166944364,1.967624674400238
2008-05-02,3.145616686508954,1.9922002299403103
2008-05-06,3.163980522184702,2.0038305210093768
2008-05-07,3.1553857185610066,1.9983872100589821
2008-05-08,3.1451571335571624,1.9919091831957545
2008-05-09,3.103800276458913,1.9657168182537375
2008-05-13,3.136307207408693,1.986304296566194
2008-05-14,3.137923952919923,1.9873282232235778
